Name,Control,Region,Locale,Admission Rate,ACT Median,SAT Average,Undergrad Population,% White,% Black,% Hispanic,% Asian,% American Indian,Average Cost,Average Faculty Salary,% Undergrads with Pell Grant,Completion Rate,% Undergrads 25+ y.o.,3 Year Default Rate,Median Debt,Average Age of Entry,Median Family Income,Poverty Rate,Median Earnings 8 years After Entry
Quincy University,Private,Great Lakes,Remote Town,0.8859,23,1048,1166,0.7127,0.1072,0.0369,0.0137,0.0069,36948,5436,0.4315,0.5043,0.1179,8.5,14000,21.57999992,61719.5,7.630000114,33500
Quinnipiac University,Private,New England,Large Suburb,0.6722,25,1102,6486,0.7831,0.0442,0.082,0.022,0.0026,53476,8649,0.1429,0.7627,0.0271,1.4,21852,19.89999962,108100,4.059999943,54100
Radford University,Public,Southeast,Small City,0.7831,20,980,8866,0.7786,0.0969,0.0459,0.0144,0.003,19987,7705,0.2846,0.5853,0.0588,4.2,15000,20.37000084,73931,6.239999771,38900
Ramapo College of New Jersey,Public,Mid-Atlantic,Large Suburb,0.5526,23,1096,5397,0.6594,0.0521,0.1362,0.0578,0.0028,27781,9521,0.25,0.7283,0.127,5.3,19500,20.72999954,79102,4.690000057,45300
Randolph-Macon College,Private,Southeast,Large Suburb,0.637,24,1082,1294,0.7736,0.1012,0.044,0.017,0.0015,45842,7406,0.2525,0.6224,0.0061,8.8,19557,19.5,92252.5,4.699999809,39900
Reed College,Private,Far West,Large City,0.4853,31,1371,1351,0.6077,0.0163,0.1081,0.0511,0.0015,57701,10092,0.1718,0.819,0.0143,2.3,15500,19.69000053,69123.5,7.170000076,28400
Regent University,Private,Southeast,Large City,0.8514,22,1067,2286,0.6194,0.2183,0.0687,0.0232,0.0057,26825,7404,0.5112,0.5116,0.5258,5.5,18500,32.15999985,35970,7.789999962,39500
Regis College,Private,New England,Large Suburb,0.7243,21,954,1188,0.4579,0.2062,0.112,0.0589,0.0034,47432,7055,0.3577,0.4867,0.186,11.3,24500,21.70999908,55309,8.619999886,41000
Regis University,Private,Rocky Mountains,Large City,0.6986,24,1087,4930,0.6213,0.0531,0.1746,0.041,0.0065,43058,6685,0.2602,0.5807,0.6032,3.2,20501,29.94000053,53578.5,5.480000019,49100
Reinhardt University,Private,Southeast,Fringe Rural,0.514,22,1013,1191,0.6784,0.1688,0.0529,0.0101,0.0034,30734,5710,0.4796,0.2821,0.1742,8.3,9500,22.60000038,67316.5,5.389999866,33600
Rensselaer Polytechnic Institute,Private,Mid-Atlantic,Small City,0.412,29,1366,5379,0.6492,0.0232,0.0682,0.0996,0.0011,59470,12145,0.166,0.8494,0.0182,1.9,27000,19.71999931,94717.5,5.860000134,70100
Rhode Island College,Public,New England,Large Suburb,0.6915,20,930,7253,0.6382,0.0743,0.1237,0.0247,0.0034,14858,7607,0.3896,0.4292,0.2406,6.3,15462,22.06999969,52408,8.670000076,35300
Rhode Island School of Design,Private,New England,Mid-size City,0.2731,28,1239,2005,0.3342,0.0249,0.0828,0.1636,0.0015,59597,7949,0.1537,0.8732,0.0259,3.3,25000,21.53000069,75194,6.710000038,39200
Rhodes College,Private,Southeast,Large City,0.5764,29,1288,2012,0.7778,0.0586,0.0328,0.0557,0.004,50659,8035,0.1426,0.7832,0.0025,4.2,22991,19.48999977,100407,7.130000114,41400
Rice University,Private,Southwest,Large City,0.1674,33,1454,3920,0.3944,0.0643,0.1505,0.2138,0.0015,52242,13468,0.1723,0.9111,0.0048,1.3,7727,20.45999908,71258,7.420000076,56500
Rider University,Private,Mid-Atlantic,Large Suburb,0.7187,22,1038,4041,0.6617,0.096,0.0997,0.044,0.002,48163,10318,0.2618,0.6576,0.1064,6.5,22125,20.80999947,81460,4.449999809,43800
Ringling College of Art and Design,Private,Southeast,Small City,0.7331,,,1253,0.5794,0.0255,0.1572,0.075,0.0064,54676,8143,0.2999,0.6495,0.0766,13.5,27000,20.97999954,65362.5,5.929999828,30900
Rivier University,Private,New England,Small City,0.8928,19,932,1524,0.7671,0.0262,0.0492,0.0236,0.0046,39525,6599,0.2758,0.5907,0.4104,4.3,21000,23.31999969,77445,4.349999905,40700
Roanoke College,Private,Southeast,Mid-size Suburb,0.7281,24,1086,1980,0.8495,0.049,0.0328,0.0141,0.003,48559,7327,0.2451,0.6425,0.033,4.4,24000,19.60000038,89451,4.739999771,38700
Robert Morris University,Private,Mid-Atlantic,Large Suburb,0.8051,23,1041,4459,0.767,0.0659,0.0177,0.0117,0.0011,38274,9890,0.3466,0.5587,0.1715,4.9,21500,21.96999931,63178.5,6.659999847,39500
Robert Morris University Illinois,Private,Great Lakes,Large City,0.21,,,2775,0.3787,0.2822,0.2706,0.0259,0.0043,32074,6485,0.6217,0.4608,0.2769,5.8,14500,24.89999962,27199,11.82999992,28500
Roberts Wesleyan College,Private,Mid-Atlantic,Large Suburb,0.726,23,1046,1302,0.7404,0.126,0.0568,0.0077,0.0038,38826,6293,0.4377,0.6057,0.2943,4.9,20432,25.17000008,57714,7.25,37600
Rochester Institute of Technology,Private,Mid-Atlantic,Large Suburb,0.6016,28,1232,12587,0.6274,0.0516,0.0635,0.0589,0.0021,45772,9621,0.3128,0.6388,0.0663,5.2,24500,20.64999962,72166,6.539999962,54000
Rockhurst University,Private,Great Plains,Large City,0.7543,26,1164,1682,0.7628,0.0464,0.0541,0.0279,0.0048,40582,6863,0.1736,0.6921,0.0518,5.7,14684,22.02000046,73905.5,5.78000021,43400
Roger Williams University,Private,New England,Large Suburb,0.8098,,,4403,0.7511,0.0182,0.0543,0.0123,0.0023,48476,11045,0.136,0.6255,0.1204,2.9,20670,19.71999931,102439,4.210000038,43100
Rogers State University,Public,Southwest,Fringe Town,0.5445,20,950,3957,0.5969,0.0316,0.0397,0.0182,0.1372,17213,5534,0.4721,0.2131,0.3452,15.6,8250,24.84000015,29974,9.529999733,30500
Rollins College,Private,Southeast,Large Suburb,0.5889,27,1199,2608,0.63,0.0625,0.1599,0.0253,0.0012,56309,7767,0.3163,0.6705,0.166,6,23000,23.03000069,46391,6.369999886,40600
Roosevelt University,Private,Great Lakes,Large City,0.7878,22,1035,3596,0.4652,0.203,0.1949,0.0539,0.0028,43650,7992,0.4208,0.4144,0.3155,7.9,18144,25.86000061,39566.5,9.149999619,39400
Rose-Hulman Institute of Technology,Private,Great Lakes,Small City,0.5622,30,1310,2165,0.7755,0.0245,0.0286,0.037,0.0018,55413,8411,0.1839,0.7284,0.01,2.4,26000,19.5,91307,5.480000019,71300
Rowan University,Public,Mid-Atlantic,Large Suburb,0.5923,,1120,10656,0.7291,0.0848,0.0937,0.0372,0.0025,26970,9370,0.3007,0.6982,0.1353,5.2,18500,21.34000015,74007.5,5.760000229,45900
Rutgers University-Camden,Public,Mid-Atlantic,Small City,0.5859,,1035,4777,0.5621,0.1698,0.1114,0.0867,0.0006,22048,10679,0.4329,0.5582,0.3059,5.2,19500,20.97999954,59041,6.019999981,50300
Rutgers University-New Brunswick,Public,Mid-Atlantic,Small City,0.5951,,1210,33427,0.4518,0.0767,0.123,0.2556,0.0008,28011,10967,0.3105,0.7969,0.0886,5.2,19500,20.97999954,59041,6.019999981,50300
Rutgers University-Newark,Public,Mid-Atlantic,Large City,0.5401,,1059,6748,0.257,0.1867,0.2447,0.2208,0.0012,22046,12617,0.4637,0.6752,0.2213,5.2,19500,20.97999954,59041,6.019999981,50300
Sacred Heart University,Private,New England,Large Suburb,0.7624,,,4409,0.6641,0.0311,0.0612,0.0195,0.0036,50984,8466,0.15,0.6977,0.1337,3.6,19500,20.47999954,99091,4.690000057,49500
Saginaw Valley State University,Public,Great Lakes,Fringe Rural,0.7865,21,990,8687,0.725,0.1117,0.0343,0.0071,0.0039,17876,7489,0.4075,0.3894,0.174,9.5,19000,22.38999939,51643,7.730000019,35000
Saint Ambrose University,Private,Great Plains,Mid-size City,0.9617,23,1050,2716,0.8163,0.0387,0.06,0.0092,0.0015,38189,6754,0.2581,0.613,0.1557,6.7,20500,21.84000015,72155,6.150000095,40500
Saint Anselm College,Private,New England,Mid-size Suburb,0.7365,25,1145,1912,0.785,0.0188,0.0303,0.0078,0.0021,48016,8086,0.1673,0.7447,0.0146,1.9,27000,19.42000008,101953,4.320000172,48800
Saint Augustine's University,Private,Southeast,Large City,0.6738,15,749,1299,0.0062,0.9654,0.0038,,,31095,5105,0.7454,0.2926,0.1032,37.3,20250,21.67000008,31823,11.34000015,23100
Saint Cloud State University,Public,Great Plains,Small City,0.8691,22,1010,11535,0.7667,0.0627,0.0295,0.0424,0.0035,17892,8224,0.3073,0.478,0.1448,7.2,15348,21.38999939,66431,4.599999905,38700
Saint Edward's University,Private,Southwest,Large City,0.7853,24,1117,4077,0.4307,0.0395,0.3689,0.0275,0.0044,43046,7920,0.344,0.6952,0.1705,6,21500,23.13999939,54531.5,8.909999847,41400
Saint Francis University,Private,Mid-Atlantic,Fringe Town,0.7606,23,1026,1665,0.8018,0.0589,0.0186,0.0066,0.0006,42492,7194,0.224,0.7146,0.0915,4.8,26123,20.52000046,72643.5,7.230000019,43900
Saint John Fisher College,Private,Mid-Atlantic,Large Suburb,0.6277,25,1095,2948,0.8351,0.0424,0.039,0.0258,0.002,39014,8342,0.3206,0.7253,0.1122,4.4,21500,20.77000046,77096,6.800000191,41400
Saint Johns University,Private,Great Plains,Fringe Rural,0.7516,26,1155,1871,0.8263,0.0315,0.0433,0.0294,0.0086,46397,7899,0.1947,0.7946,0.0059,2.4,23150,19.54999924,99495,4.320000172,51100
Saint Josephs College,Private,Great Lakes,Distant Town,0.6419,22,998,1096,0.792,0.0894,0.0474,0.0027,0.0064,37135,5443,0.2956,0.4367,0.1122,8.8,13576.5,20.30999947,75145.5,5.78000021,35800
Saint Joseph's College of Maine,Private,New England,Fringe Rural,0.7778,,960,1276,0.5933,0.0196,0.0204,0.0118,0.0055,43119,5824,0.2435,0.5543,0.2296,5.7,15683.5,20.70000076,77122,6.070000172,37100
Saint Joseph's College-New York,Private,Mid-Atlantic,Large City,0.7538,23,1054,4408,0.588,0.0962,0.1157,0.0286,0.0054,25290,8720,0.3161,0.7158,0.2625,4.2,19500,23.87000084,66404,6.900000095,47800
Saint Joseph's University,Private,Mid-Atlantic,Large City,0.7873,24,1110,5265,0.7947,0.0688,0.05,0.0239,0.0013,52779,7113,0.1357,0.7851,0.0977,4.4,20500,21.12000084,109701.5,5.809999943,51600
Saint Leo University,Private,Southeast,Small Suburb,0.7662,,,11993,0.4017,0.349,0.1041,0.0115,0.0053,31609,7100,0.454,0.4583,0.7228,11.9,17500,31.19000053,36785,8.880000114,41100
Saint Louis University,Private,Great Plains,Large City,0.6443,28,1237,7961,0.6568,0.0688,0.0329,0.0823,0.0013,52413,10028,0.1415,0.6974,0.0955,4.7,20500,20.87000084,87461,6.179999828,48100
Saint Martin's University,Private,Far West,Mid-size Suburb,0.876,22,1057,1299,0.5366,0.0631,0.1216,0.0554,0.0085,40458,6350,0.3656,0.4774,0.3347,6.1,19843,24.38999939,43484,7.599999905,40200
Saint Mary's College,Private,Great Lakes,Large Suburb,0.8568,26,1141,1470,0.7721,0.0143,0.1177,0.015,,45920,6258,0.2029,0.7119,0.0054,1.6,26814,19.51000023,103102,4.96999979,41800
Saint Mary's College of California,Private,Far West,Fringe Rural,0.6947,25,1115,3039,0.4607,0.0392,0.2458,0.1069,0.0026,56500,9229,0.3267,0.675,0.0779,4.6,21500,22.04000092,65861,6.429999828,50300
Saint Mary's University of Minnesota,Private,Great Plains,Distant Town,0.7485,23,1068,1897,0.5293,0.0485,0.0538,0.0169,0.0016,38470,6585,0.3149,0.5516,0.2966,3.2,18054,22.94000053,75332,5.480000019,39300
Saint Michael's College,Private,New England,Mid-size Suburb,0.7511,26,1173,1941,0.8645,0.0227,0.0422,0.017,0.001,48894,8319,0.1725,0.7481,0.022,2.8,25000,19.42000008,96675.5,4.760000229,41600
Saint Norbert College,Private,Great Lakes,Mid-size Suburb,0.8194,25,1125,2128,0.9046,0.0056,0.0301,0.0103,0.0066,40204,6730,0.2104,0.7417,0.019,2.5,23496,19.73999977,91780.5,3.869999886,39500
Saint Peter's University,Private,Mid-Atlantic,Large City,0.5408,19,913,2369,0.2457,0.2904,0.2908,0.0946,0.0055,40921,8274,0.5196,0.5332,0.2331,6.7,17500,21.94000053,42545,11.57999992,40000
Saint Vincent College,Private,Mid-Atlantic,Large Suburb,0.6875,23,1035,1532,0.8479,0.0516,0.0359,0.0176,0.002,41591,7116,0.2912,0.6998,0.0307,4.7,25000,19.82999992,80131,7.090000153,40600
Saint Xavier University,Private,Great Lakes,Large City,0.5054,22,1010,2891,0.5022,0.1633,0.2342,0.0263,0.0024,35284,7886,0.4879,0.4714,0.1637,5.8,19150,22.59000015,53937,7.510000229,40800
Salem State University,Public,New England,Large Suburb,0.6929,22,986,7134,0.6993,0.0834,0.1086,0.0324,0.0027,20601,8765,0.3339,0.4558,0.265,8.6,19415,21.75,51386,7,37600
Salisbury University,Public,Mid-Atlantic,Small Suburb,0.5494,24,1145,7767,0.7401,0.1125,0.0444,0.0246,0.0026,20916,6688,0.2209,0.6681,0.0727,6.5,16250,20.54999924,87919.5,5.230000019,44100
Salve Regina University,Private,New England,Large Suburb,0.6706,25,1109,1989,0.7627,0.0156,0.0588,0.0116,0.0005,48219,7425,0.2333,0.6403,0.0592,2.7,26303.5,19.46999931,100931,4.599999905,44800
Sam Houston State University,Public,Southwest,Distant Town,0.6499,21,999,16255,0.5579,0.1793,0.1885,0.0112,0.0042,19173,7316,0.4338,0.5061,0.171,10.5,16490,21.46999931,47405.5,9.5,38400
Samford University,Private,Southeast,Large Suburb,0.7697,26,1153,2995,0.8114,0.0664,0.0664,0.008,0.003,38835,8261,0.1494,0.692,0.0601,1.3,20000,21.02000046,77481,7.099999905,41400
San Diego State University,Public,Far West,Large City,0.3121,24,1090,26625,0.3719,0.0384,0.2946,0.14,0.0027,20252,9229,0.3956,0.6616,0.1651,5.2,14495,21.98999977,37534,9.479999542,44000
San Francisco State University,Public,Far West,Large City,0.6379,22,998,25271,0.2409,0.0499,0.2436,0.2917,0.0022,22267,9147,0.4239,0.455,0.2085,7.2,15000,22.86000061,29962,7.829999924,42100
San Jose State University,Public,Far West,Large City,0.6347,22,1030,25723,0.2254,0.0351,0.2383,0.3561,0.0014,21160,9155,0.3955,0.4809,0.1993,4.8,14000,22.54999924,27853.5,6.980000019,48100
Santa Clara University,Private,Far West,Mid-size City,0.5122,29,1294,5404,0.4785,0.0298,0.1745,0.144,0.0013,57213,11662,0.1389,0.8401,0.0153,2.9,19500,19.95000076,100259,5.46999979,61500
Sarah Lawrence College,Private,Mid-Atlantic,Large Suburb,0.6166,,,1402,0.577,0.0371,0.097,0.0414,0.0007,62636,9806,0.1944,0.6915,0.0326,3.3,13126,21.76000023,65944,7.360000134,37700
Savannah College of Art and Design,Private,Southeast,Mid-size City,0.6547,24,1078,8750,0.5605,0.1086,0.0805,0.044,0.0056,49179,8024,0.2601,0.683,0.1007,8.7,21521.5,20.45999908,78907,7.019999981,29700
Savannah State University,Public,Southeast,Mid-size City,0.8299,18,847,4462,0.0417,0.8859,0.0231,0.0016,0.0025,15531,5294,0.7396,0.2908,0.0919,20.6,17126,20.86000061,31664,12.56999969,26800
School of the Art Institute of Chicago,Private,Great Lakes,Large City,0.7184,23,1065,2641,0.4559,0.0299,0.0629,0.1253,0.0049,55551,9208,0.252,0.5404,0.1293,9.1,19503,22.37999916,42495.5,7.400000095,28800
Schreiner University,Private,Southwest,Remote Town,0.9262,22,995,1051,0.6213,0.0343,0.2902,0.0105,0.0019,33631,5712,0.4204,0.4084,0.1061,9.7,14250,23.54000092,39382,9.449999809,34700
Seattle Pacific University,Private,Far West,Large City,0.7214,26,1145,3354,0.6556,0.0358,0.0844,0.1052,0.0036,45125,8258,0.3147,0.6899,0.0677,1.9,20981.5,20.17000008,81735,5.760000229,40500
Seattle University,Private,Far West,Large City,0.7323,27,1175,4595,0.4699,0.0322,0.0908,0.1602,0.0059,50610,9051,0.2109,0.7663,0.0677,3.8,24000,21.61000061,59408,6.420000076,49500
Seton Hall University,Private,Mid-Atlantic,Large Suburb,0.7916,25,1121,5632,0.503,0.1326,0.1687,0.0833,0.0032,46869,9282,0.2905,0.6409,0.0928,2.8,19500,20.77000046,69730,6.769999981,50900
Seton Hill University,Private,Mid-Atlantic,Large Suburb,0.652,23,1032,1550,0.8142,0.0877,0.0277,0.0058,0.0013,40497,6822,0.3169,0.6113,0.1364,6.6,22131,22.30999947,56664,7.420000076,36000
Sewanee-The University of the South,Private,Southeast,Distant Rural,0.6027,28,1248,1599,0.8268,0.0482,0.04,0.0194,,46530,8389,0.1756,0.7805,0.0025,4.8,16000,19.60000038,81758,7.269999981,34300
Shaw University,Private,Southeast,Large City,0.5449,,,1923,0.0078,0.6906,0.0047,,0.0031,27079,4929,0.7893,0.3044,0.2501,18.2,15250,26.27000046,25825,12.55000019,25200
Shenandoah University,Private,Southeast,Small City,0.8456,23,1016,1859,0.6643,0.1372,0.043,0.0425,0.0194,41369,7367,0.1869,0.4559,0.1219,7.2,20000,22.25,71304,5.320000172,38100
Shepherd University,Public,Southeast,Fringe Town,0.8102,22,1007,3695,0.8273,0.0842,0.0263,0.0195,0.0046,14846,6561,0.329,0.3792,0.2353,11.4,14000,22.25,59289.5,7.239999771,36200
Shippensburg University of Pennsylvania,Public,Mid-Atlantic,Fringe Town,0.8341,20,980,6493,0.7995,0.0862,0.041,0.0119,0.0012,20840,9483,0.3021,0.5483,0.0574,5.7,18000,20.20999908,75275.5,5.570000172,40400
Shorter University,Private,Southeast,Small City,0.6807,21,954,1518,0.5336,0.168,0.0375,0.0053,0.0033,30642,5154,0.4729,0.4638,0.2396,12.1,25250,31.61000061,48847,7.659999847,43000
Siena College,Private,Mid-Atlantic,Large Suburb,0.6805,25,1122,3102,0.8053,0.038,0.0661,0.0416,0.0023,45452,8320,0.2234,0.7964,0.039,2.2,23000,19.73999977,93663,5.75,49400
Siena Heights University,Private,Great Lakes,Distant Town,0.6765,21,990,2325,0.7609,0.1247,0.0512,0.0138,0.0077,31980,5676,0.4343,0.431,0.4971,5.8,15328,26.89999962,48925,6.940000057,34500
Simmons College,Private,New England,Large City,0.4897,26,1149,1710,0.6754,0.0556,0.0637,0.0906,0.0018,51093,8098,0.2573,0.7122,0.1293,2.1,25000,21.30999947,67781,6.059999943,46500
Simpson College,Private,Great Plains,Fringe Town,0.8802,24,1105,1687,0.8743,0.0202,0.0202,0.0095,0.0083,40186,6312,0.2972,0.6494,0.1857,3.5,22500,21.55999947,71500,5.260000229,40400
Simpson University,Private,Far West,Small City,0.555,22,1030,1024,0.624,0.0293,0.1367,0.0586,0.0371,33889,6144,0.5635,0.4724,0.29,5.5,16666,25.21999931,44207,10.09000015,28000
Skidmore College,Private,Mid-Atlantic,Small Suburb,0.3505,28,1247,2646,0.6349,0.0359,0.0854,0.0578,,58562,9067,0.1462,0.8592,0.0078,3.3,19500,20.25,79221,7.170000076,41900
Slippery Rock University of Pennsylvania,Public,Mid-Atlantic,Distant Town,0.6698,21,1002,7544,0.862,0.0516,0.0213,0.005,0.0011,21303,9336,0.322,0.6262,0.0818,5.2,20500,20.54000092,64717,7.369999886,36100
Smith College,Private,New England,Large Suburb,0.4308,,,2606,0.4589,0.048,0.0952,0.1251,0.0019,57913,11800,0.2264,0.8613,0.038,3.1,19000,20.79000092,68708.5,7.099999905,37900
Sonoma State University,Public,Far West,Large Suburb,0.8186,22,1006,8321,0.545,0.0215,0.2404,0.0418,0.0061,23675,8448,0.2968,0.5392,0.1152,5.7,14592,23.52000046,46028,6.230000019,40800
South Carolina State University,Public,Southeast,Distant Town,0.5079,18,851,2876,0.0271,0.951,0.0066,0.0063,0.0003,25265,6666,0.7041,0.3568,0.1015,22.6,21750,20.64999962,28809,14.39000034,25100
South Dakota School of Mines and Technology,Public,Great Plains,Small City,0.8608,26,1183,2194,0.8569,0.016,0.0346,0.0137,0.0141,20234,8892,0.2523,0.4566,0.1439,5,14875,21.61000061,57505.5,8.609999657,48600
South Dakota State University,Public,Great Plains,Remote Town,0.919,23,1050,10048,0.9036,0.0161,0.0181,0.0092,0.009,18547,7451,0.2716,0.5566,0.1337,4.2,15269,20.92000008,63089,7.090000153,38200
Southeast Missouri State University,Public,Great Plains,Small City,0.8546,23,1049,9382,0.7879,0.1019,0.0153,0.0099,0.0051,17093,6747,0.3558,0.4891,0.162,11.6,14000,22.61000061,47781,10.10000038,32500
Southeastern Louisiana University,Public,Southeast,Small City,0.448,22,1030,11704,0.6875,0.1646,0.0573,0.0069,0.0029,15729,6335,0.3334,0.3582,0.1372,8.7,11670,21.56999969,32109.5,12.90999985,33400
Southeastern Oklahoma State University,Public,Southwest,Distant Town,0.7992,20,950,3363,0.5483,0.0562,0.0401,0.0062,0.1948,14050,6679,0.4777,0.3059,0.3133,16.3,9860,23.76000023,28378,13.81000042,32200
Southeastern University,Private,Southeast,Small City,0.5932,20,955,2633,0.6217,0.1375,0.1591,0.0133,0.0042,30333,6899,0.4179,0.3835,0.1226,5.6,14250,22.65999985,55937,7.590000153,28300
Southern Adventist University,Private,Southeast,Large Suburb,0.3826,23,1050,2693,0.5106,0.1129,0.2024,0.0709,0.0052,29085,5123,0.3764,0.5969,0.1122,6.3,18554,20.89999962,57374,8.210000038,33600
Southern Arkansas University Main Campus,Public,Southeast,Remote Town,0.6081,21,989,2640,0.6432,0.283,0.0216,0.0072,0.0057,17738,6077,0.5152,0.2973,0.1713,18.1,10500,22.40999985,27662,14.65999985,31700
Southern Connecticut State University,Public,New England,Mid-size City,0.7542,20,921,8257,0.6037,0.1547,0.1138,0.0241,0.0024,18628,8318,0.3462,0.4944,0.1505,5.6,17404,21.14999962,62972.5,6.190000057,38400
Southern Illinois University-Carbondale,Public,Great Lakes,Small City,0.7887,22,1032,13220,0.6435,0.2026,0.0709,0.0179,0.0025,24234,7208,0.4326,0.4337,0.194,9.3,15245,22.17000008,47485,8.949999809,37400
Southern Illinois University-Edwardsville,Public,Great Lakes,Large Suburb,0.8419,23,1050,11179,0.7457,0.1452,0.0362,0.0153,0.0023,21137,7859,0.3565,0.5041,0.1399,6,14317,21.54000092,56221,7.139999866,37800
Southern Methodist University,Private,Southwest,Large Suburb,0.507,29,1302,6295,0.6556,0.055,0.1172,0.0672,0.0043,57947,11283,0.1735,0.7902,0.0382,4,19000,21.15999985,63543.5,6.380000114,50400
Southern New Hampshire University,Private,New England,Mid-size City,0.7866,,965,17172,0.2893,0.0518,0.0179,0.0078,0.0046,39677,6991,0.4058,0.542,0.6234,6.8,7688,24.46999931,56925,5.070000172,38200
